F3,FC1,Fz,F4,FC2
1.3777141305770404,0.8069150108773735,1.0186238960102776,1.2459787922809733,0.9310885673984531
1.437657015487151,0.8035544755392304,1.014575238827623,1.3404037023270121,0.9227161302257496
2.4982846596767763,1.179005781870806,1.1734645668641965,1.542116621552265,1.0446212677098474
1.4393878496163763,0.8465960873717823,1.005714710470836,1.218359696979737,0.9576217562102542
1.2340981771698933,0.6949275968904348,0.9351892330744775,1.0766220934131778,0.8553746952707162
1.3306300854658528,0.8260207625702354,1.019057352208415,1.288192919580527,0.9544728511067718
2.4228077611825096,1.0733058346070692,1.0809161463350558,1.3258519523028363,0.9480825408305612
1.559141465974459,0.9263102302626554,1.208513967503518,1.5627540491164027,1.0386989878165158
1.7005273714323863,0.9878884624320167,1.2503617472901207,1.696251561255524,1.1582661299978367
1.509061085072649,0.9521136800314518,1.136788453592446,1.4594157411968738,1.0772291302788897
1.5613714039344502,0.8342358076619832,1.0559834572627815,1.1953715044421545,0.9196615689921077
1.4468160625476911,0.8277871504408238,1.1340237249009029,1.5012755801154043,1.0300175953512931
2.671430982741332,1.1585756733563173,1.1278819425570403,1.568586918639028,1.0259905873791086
1.7419710470913687,0.9324912348412457,1.1784456541813897,1.9303071476206042,1.0530780685657652
1.3444801490518907,0.8471356804885054,1.1158612557931016,1.4164605594843471,1.0438935536248855
1.3848511397117522,0.8702022388587892,0.9995632062735482,1.4176815480056943,0.9508518020005214
1.2843393579184088,0.8973036768087999,0.9581928634463712,1.3463205089420796,0.9220940170032832
1.1928790487269956,0.7138977035194644,0.8826131111936582,1.05385701859682,0.8459348131096793
1.4093633849572123,0.861086315971411,1.0687936110955572,1.3850386207381833,0.958431218324461
1.7911053888215545,1.064525104920277,1.059109897415992,1.5139026018110713,1.0178160034804988
1.5674142603401395,0.9273476300184382,1.1393178077072983,1.5207106257833134,1.068981226549089
1.4860058929587412,0.8175794138679066,1.0862003263383828,1.382706863237118,0.9899725657783468
1.6160387044383078,1.0024612904721812,1.161907344639696,1.595555715265332,1.078686396650694
1.315482214772004,0.8011511794305798,1.0691108886804817,1.2408305918523257,0.9775359696646758
1.608714274130405,0.8740465275630593,1.1935039083640173,1.4513058703069834,1.0825646294909073
10.046684785209075,3.4567733766605873,1.6695875214470366,2.393071049208066,1.5357241914631734
2.021202557891349,1.1564165883158197,1.2565921980976011,2.3056922312505774,1.1795140124058916
1.5602423134062966,0.8720702355892636,1.047367938181007,1.389325097084885,0.9218786954513618
1.4524346783734936,0.7692183933500166,1.0088625090834578,1.184529654023716,0.9110774576659089
2.2667070667640954,0.9889685870724148,1.1460537117805634,1.30801901061719,1.002806202425064
1.4745444791191764,0.9420149328679598,1.0249114116036036,1.4237011044784693,1.0012212321595735
1.373075031007159,0.8128266831000373,1.1251593633522279,1.4172727856918197,0.9970704866233802
2.394922144207427,1.1318027148996426,1.2348332432341513,1.578572504260735,1.2782932976622534
1.8855823122541353,1.0742105318833532,1.1690896854359365,1.598781665858299,1.0784313905533018
1.407268184219724,0.8870659354039687,1.01286123907464,1.3487353595988296,1.033206634433585
1.57929593328789,1.0102979323278864,1.129118807596549,1.601285227012128,1.0569658513783424
1.7348438529453305,0.9226005106067263,1.2226475921849325,1.5781395343572115,1.045441983650849
1.5283685978538761,0.8490675688044496,1.008408788556324,1.3110192662879443,0.9295851619995292
1.4898416600543634,0.9191053858117707,1.0084659698254803,1.424555712485976,0.996239712741442
1.4565322852253897,0.922815259058815,1.0386765536889493,1.3483631658909347,1.0149855442738065
2.9687937629461754,4.061923747029944,17.835321285899912,94.75818433107546,4.958170962898933
3.573229795943738,15.665475303799306,21.363223228051453,104.05204967051021,7.8207574242586
2.7592953622602807,8.777994970011665,16.722951822027497,84.85727144842622,5.406820793373747
1.721192455262651,3.6777917293718962,12.7819589896738,66.12531662293935,3.908463652002072
3.542319657238197,2.979891782030476,15.870009612074327,85.20332548471173,4.332844094833607
2.5904848345584437,3.321258403121185,47.89081088194104,272.1678126276964,11.313057809668564
2.298154705880723,3.5994283796692184,36.48915189836045,206.24673627592645,8.954409281717775
3.632368616062337,16.32647063103808,21.288136629337227,101.65397568130152,7.461051336745472
1.7499116327913886,4.071215850133567,12.072080588918972,63.25559043164757,3.9954323992025635
2.1031478078263066,4.918125255066298,18.28852420207324,96.02094553501317,5.211548437071721
2.722604133999033,8.736690995624107,19.874447316602655,101.66030808377013,6.236470150729535
2.522604265637546,7.880726872608797,21.81050884837487,112.70711344664996,6.3600793500056385
2.8649723703240952,5.08408415029399,17.077888761569262,88.85977027887122,5.3267833631701915
2.222797821025636,5.762921634606695,16.274227280081988,86.00102031687354,5.51080052882979
3.2347674864272316,6.674835174030109,18.064484645886196,92.90935199588685,5.289428756184609
2.2806492049490017,6.367422649353436,16.515103371767836,85.08214874817763,5.241715419903188
2.917454700344495,7.333423777163071,36.49373383290319,198.55410599289533,9.42261829856956
4.6852608028031035,12.404113957371006,37.61151466465836,199.64146498320457,10.528669069392436
2.6480929447851427,4.365957321913221,27.956794518501752,155.2172365575653,7.737816098739529
2.09047740049156,4.984564418912717,20.669016800487697,112.03952613684223,5.994501119744805
2.245350650398618,4.581953324680407,25.804329031619055,141.69561822669021,7.222281727271239
5.216620207426405,3.7735812170206335,19.248274410940077,102.62241649466422,5.438992566281919
2.3254195693246373,3.3787605700538474,15.510450212739046,83.19689974052864,4.447842550230004
2.653170350343571,3.6427959204621736,42.988175281239855,242.56088698927044,10.438957145582638
3.1001796609802392,5.455811715261637,20.29346387710017,107.05332799805211,5.752901557694372
2.202217216390408,2.9687153302513765,34.357787600281476,190.11943518544945,8.414739419639655
2.055505904800281,4.481391281466062,24.8750484065686,136.33838346544746,6.718450494484358
1.9335326644482635,4.514340579078818,17.357671554252157,90.70909604881604,4.97132913552427
2.190368305493147,3.3428107306587425,26.187650010045864,145.93982973921078,6.754631566904647
2.6972573747931965,3.6618290234061828,39.878060745733166,224.65433442578754,9.766843698827312
2.6042199012250986,5.901318075486136,40.611564053295325,227.73444340454208,10.300641922756963
2.481168596215695,4.005640253871062,44.05638340801616,250.45517242887163,11.039476831187365
2.7699472265237746,3.214102162639204,50.73365619690516,288.41681794243163,11.93425777323244
2.7969518551490133,9.958192124686757,19.352047867018186,97.49979353301657,6.465152977154152
2.432135602065831,4.670944818449918,31.134768027330754,171.89694863007324,8.295712207809187
3.1114463499602003,4.874948480777495,19.576420763529306,103.41362938472142,5.547722282869103
2.631150858500974,5.317152104889104,36.55232438634815,202.24051282253384,9.177107222872126
3.4871573584763245,7.55658357632416,57.29343301002828,326.1663339718035,14.690683557426702
2.2449864509534487,3.9284920808913304,16.10132562309387,85.85753199830255,4.97868220152969
1.6215096385338195,2.792199777366612,11.482243508289061,60.13206429398328,3.638031661184368
0.8373690362621931,2.083748130964872,6.447755570038543,5.299164599851648,7.0720323739420206
0.9222445087156967,2.6872726470162025,7.134307830157223,6.017745346059124,7.698054406816363
0.9542883192929124,2.440134030052203,6.189046539415369,5.767087368280674,6.404766287423862
0.9331181710064624,2.0108957893146404,4.455686463851757,4.281314485015898,4.381660728571343
0.9700165895572807,2.488958039859876,7.18304133223816,5.943514784463007,7.752046141978873
0.9245371312855868,2.7799451906105355,6.8621187217300506,6.2110456179017515,7.302221667206908
3.347265695444352,3.0557740391971486,5.91438009680292,5.84943453591776,5.8879367120929995
0.9713064780049866,2.922289414822995,7.2094638722371425,6.158458256236013,7.787258439641972
1.0554119184245008,2.6770178889299996,7.507696683416853,6.16376241238232,8.120077516364137
0.9383382694037474,2.1644460025877774,6.048059871827551,5.704381211366489,6.055977246502987
0.9468715439793735,2.4036343555028097,5.867194453902371,5.028976603074695,6.4579194810026035
0.993529179112212,2.197579483187017,6.765973827046068,5.637689849944082,7.34687635492352
1.065033803406905,3.18395394274323,9.818936630917111,7.3653736734489,11.133010497831421
0.9394405716909763,2.5464181659361036,6.94834322305404,5.665014479425784,7.793136391902856
0.971857629177841,2.947050547991158,6.813127060550109,5.857063377091853,7.284652435569315
0.8015141510765705,2.0790486814257547,5.248507498832041,4.9063925255365515,5.3329974890639935
0.9503128919436907,2.511992166732507,7.639301069753139,7.225751108271073,7.891009600694109
0.8976152713548978,2.3006234639457004,7.038319300243726,5.740228901883907,7.626745221043899
1.0132693571445865,3.2799277638535846,7.68100617109549,6.527458162665903,8.181595725399356
0.9328838047126232,2.016286503486235,6.1778744027168635,5.34544770750954,6.518973561451444
0.862841090643967,2.3755384291119523,7.877138613671182,6.6207332361994915,8.72286813419882
0.8275064446431637,1.9759171012278627,5.724684378518959,5.12724216605268,5.956755390317392
0.9085294337735942,2.238941752631814,6.6754573104610735,6.440086748833715,6.687590002873894
0.9880486147895562,2.6301721248119003,7.862423635714447,7.4071903513732185,8.287119702167438
0.8143041550511964,2.0160321267856482,5.932151338259407,5.154326244304166,6.280895398782357
0.8185592002215604,2.265117738296141,7.064204741662371,5.873918299153335,7.67673457009332
0.9177300547933426,2.2168289047596272,6.917855211840256,6.107875313745127,7.344004745452123
0.9134627017618409,2.185911202489522,7.192855828327265,7.08849054664098,7.202402752876651
0.9101384697149693,2.287288345969278,6.531051264330284,5.899957080484297,6.820897565089627
1.0207609970138007,1.9526078463002143,5.373008345906516,5.047368086239205,5.575022196778072
0.8700453033069486,2.291636531336378,7.090236136374562,6.216317439715788,7.525554415989039
0.8539254387493146,2.046686256787508,6.364499978018807,5.354144348081555,6.696990792054111
0.8647628874451165,2.1367834670280255,6.48850933618789,6.133650853605169,6.6437744127899885
0.8687979174767811,2.0656304685798537,7.10012757912672,6.239411979806237,7.333832067901717
0.8885134305182354,1.9169604807796095,5.940728467748135,5.609063181426402,5.875406811727597
0.8284341478846102,1.929013239153854,5.356185334290856,4.898418411037496,5.47298783290781
0.7918592807831765,1.9561840844004688,6.389066333939976,5.310391200111537,6.873689514378338
0.817215964732039,2.104146834021644,7.041259989208261,6.329537392790629,7.326266034385416
0.8203711767082991,2.0648190842778367,6.8074112670815605,5.807411891540256,7.310027727752367
0.8685619944956755,2.3322520364619757,7.3468085501300004,6.731625567911525,7.514828859305163
16.259901907493813,44.76955480850732,33.501280893413096,141.99075413403457,2.982632960154266
17.600894959365867,45.61593408381218,34.19380181813668,142.8171218436803,2.8938781654065058
13.335216307976184,51.51653513192657,38.39680752179074,163.2235571660384,2.9633053792682245
23.94025816378032,104.983510188234,77.0981425033649,340.31764212493147,5.529743126822556
15.452433479910368,60.24672364998606,44.20499564735801,197.40132139814574,4.442121636242391
48.77698976097188,145.24938828973703,110.71411867910416,426.8673493321875,8.267855801003712
44.995974752166376,177.8281249247811,137.02047572612338,517.3256745388009,9.45522427705823
20.243919131516765,55.54585470118411,42.420498221173894,164.92543985964215,3.39106478416571
52.56752708248335,164.11338617742922,125.52312226869421,483.78284109090424,9.297548782549292
19.885451619568315,76.6903390010572,57.92748569904189,231.69062635839305,4.237834879965949
17.634777210400983,64.01882684914932,48.25061954209616,194.2458615795602,3.6395121624208664
17.8867824343582,58.62716150089248,44.68157519911287,176.7939508818124,3.512836992259796
15.608222986017482,72.2283301138739,53.73005738897889,225.10380402601987,4.016209336843272
18.266855701676217,52.89573194786173,39.436113217126255,165.80231450528342,3.0125971808311807
14.043388314382128,51.350212365223015,37.87064655945447,164.96406057218636,3.025493754478399
9.333379606512043,41.54203740402841,31.86757985060853,123.17573252272928,2.5339923045281187
22.20540393540238,68.70137254912765,50.041895719827075,222.28453800329467,3.743582400478067
10.635511724319958,43.20732328487499,32.24690891260383,133.8581683630189,2.810105500055645
12.765984579674,53.880980023744016,40.50917066561485,169.44416844597197,3.3389145061543264
11.79555842175608,49.69542669596257,36.9176886095208,158.01480205481428,2.760052573859044
23.615152451864816,117.85461790642464,90.687548185827,344.4644702222591,6.409601685099432
12.911280981978535,50.611989559831386,37.918581939050235,157.0668513047108,3.127469890768508
22.022628717768654,78.04750281903398,59.36183990185738,235.18686635207885,4.705011653105884
26.561359940175784,106.74099172143777,80.3183205784378,323.0363336927214,5.761807541351015
17.515812302937476,65.61699615263088,47.39627853496255,219.02592908647256,3.498815052491145
12.713241540624551,51.093466290520254,38.33052580599366,157.41927821257823,3.1718099836840103
15.278073378538702,36.31491053062068,27.124997998724766,113.27167902409911,2.354009527236272
18.899387130677226,65.04917312848747,48.812341541984026,204.13183804195162,4.212557858763165
26.944933299177908,98.24405014252784,64.45665385803687,382.7344401130771,3.827480412728285
14.477252409758375,62.403971566923474,47.36995051210312,189.67487108931576,3.5622905861016894
57.91745683709486,364.23699916840934,281.5717416098297,1036.977538914935,18.11867688313143
